bought,Black,SURIMACCA Screen Print Kit,link,https://jam-p.com/?pid=99694151
bought,Black,SURIMACCA Black Ink,link,https://jam-p.com/?pid=100528374
bought,White,SURIMACCA White Ink,link,https://jam-p.com/?pid=106783741
bought,DarkGray,SURIMACCA Gray Ink,link,https://jam-p.com/?pid=99481819
bought,,もこもこインク,,https://jam-p.com/?pid=84830462
bought,Red,SURIMACCA Red Ink,link,https://jam-p.com/?pid=100528474
bought,DeepPink,SURIMACCA Neon Pink Ink,link,https://jam-p.com/?pid=112053534
bought,DodgerBlue,SURIMACCA Blue Ink,link,https://jam-p.com/?pid=101709192
bought,DarkGoldenRod,SURIMACCA Copper Ink,link,https://jam-p.com/?pid=125540574
bought,Orange,SURIMACCA Orange Ink,link,https://jam-p.com/?pid=119532407
bought,Purple,SURIMACCA OSAKA Ink,link,https://jam-p.com/?pid=142690326
bought,,Tシャツくんジュニア,,https://www.webshop.hando-horizon.com/SHOP/101390007.html
bought,,TシャツくんJr スモールスクリーン,,https://www.webshop.hando-horizon.com/SHOP/101221000.html
bought,,Tシャツくん 油性インク（黒）,,https://www.webshop.hando-horizon.com/SHOP/101107100.html
bought,,Tシャツくん ふきとり&うすめ液,,https://www.webshop.hando-horizon.com/SHOP/101590024.html

